"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Oral Lactobacillus rhamnosus GR-1/L. reuteri RC-14 Does Not Change the Vaginal Microbiota or Cervico-Vaginal Cytokines in Low Risk Pregnant Women With an Abnormal Nugent Score","Yang, S. W.; Li, W.; Challis, J. R. G.; Reid, G.; Gloor, G. B.; Seney, S. L.; Martin, M. J.; Rocco, T. M.; Asztalos, E.; Bocking, A. D.","","","","REPRODUCTIVE SCIENCES","MAR 2015","2015","22","","","1","","90A","90A","","","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"A mutation in the serine protease TMPRSS4 in a novel pediatric neurodegenerative disorder","Lahiry, Piya; Racacho, Lemuel; Wang, Jian; Robinson, John F.; Gloor, Gregory B.; Rupar, C. Anthony; Siu, Victoria M.; Bulman, Dennis E.; Hegele, Robert A.","","","","ORPHANET JOURNAL OF RARE DISEASES","AUG 17 2013","2013","8","","","","","","","126","10.1186/1750-1172-8-126","","","1","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Loss of nonsense mediated decay suppresses mutations in Saccharomyces cerevisiae TRA1","Kvas, Stephanie; Gloor, Gregory B.; Brandl, Christopher J.","","","","BMC GENETICS","MAR 22 2012","2012","13","","","","","","","19","10.1186/1471-2156-13-19","","","1","0.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Towards a DNA solution to the Shortest Common Superstring Problem","Gloor, G; Kari, L; Gaasenbeek, M; Yu, S","","","","IEEE INTERNATIONAL JOINT SYMPOSIA ON INTELLIGENCE AND SYSTEMS - PROCEEDINGS","1998","1998","","","","","","140","145","","10.1109/IJSIS.1998.685431","IEEE International Joint Symposia on Intelligence and Systems","MAY 21-23, 1998","1","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Microbiome Datasets Are Compositional: And This Is Not Optional","Gloor, Gregory B.; Macklaim, Jean M.; Pawlowsky-Glahn, Vera; Egozcue, Juan J.","","","","FRONTIERS IN MICROBIOLOGY","NOV 15 2017","2017","8","","","","","","","2224","10.3389/fmicb.2017.02224","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Characterization of the Gut Microbiota, Metabolomics and Drug Metabolism over Chronic Kidney Disease Progression","Hartjes, Emily D.; Velenosi, Thomas; Kucey, Andrew S.; Al, Kait; Gloor, Gregory; Burton, Jeremy; Reid, Gregor; Urquhart, Brad","","","","JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS","NOV-DEC 2017","2017","88","","2","","","172","172","","10.1016/j.vascn.2017.09.017","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A human gut ecosystem protects against C. difficile disease by targeting TcdA","Martz, Sarah Lynn; Guzman-Rodriguez, Mabel; He, Shu-Mei; Noordhof, Curtis; Hurlbut, David John; Gloor, Gregory Brian; Carlucci, Christian; Weese, Scott; Allen-Vercoe, Emma; Sun, Jun; Claud, Erika Chiong; Petrof, Elaine Olga","","","","JOURNAL OF GASTROENTEROLOGY","APR 2017","2017","52","4","","","","452","465","","10.1007/s00535-016-1232-y","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Metabolic derangements identified through untargeted metabolomics in a cross-sectional study of Nigerian children with severe acute malnutrition","McMillan, Amy; Orimadegun, Adebola E.; Sumarah, Mark W.; Renaud, Justin; da Encarnacao, Magdalena Muc; Gloor, Gregory B.; Akinyinka, Olusegun O.; Reid, Gregor; Allen, Stephen J.","","","","METABOLOMICS","FEB 2017","2017","13","2","","","","","","13","10.1007/s11306-016-1150-2","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comparison of Intestinal Microbiome Between Non-Alcoholic Fatty Liver Disease and Healthy Controls Using Two Analytical Approaches","Teterina, Anastasia; Da Silva, Hannah; Gloor, Greg; Wu, Jia R.; Arendt, Bianca M.; Comelli, Elena M.; Fischer, Sandra; Lou, Wendy; Allard, Johane P.","","","","GASTROENTEROLOGY","APR 2016","2016","150","4","","1","","S927","S927","","10.1016/S0016-5085(16)33143-2                                                   ","57th Annual Meeting and Residents Fellow Conference of the Society-for-Surgery-of-the-Alimentary-Tract (SSAT) / 52nd Annual Meeting on Digestive Disease Week (DDW) / Meeting of the American-Gastroenterological-Association (AGA)","MAY 21-24, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"URINARY MICROBIOME PATTERNS APPEARS TO BE CORRELATIVE TO INTRAVESICAL RECURRENCE OF NON-MUSCLE INVASIVE BLADDER CANCER","Bao, Yige; Razvi, Hassan; Gloor, Gregory; Reid, Gregor; Denstedt, John; Burton, Jeremy","","","","JOURNAL OF UROLOGY","APR 2016","2016","195","4","","S","","E1136","E1136","","10.1016/j.juro.2016.02.2437                                                     ","Annual Meeting of the American-Urological-Association (AUA)","MAY 06-10, 2016","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Research Priorities in the Field of Posttraumatic Pain and Disability: Results of a Transdisciplinary Consensus-Generating Workshop","Walton, David M.; Elliott, James M.; Lee, Joshua; Loh, Eldon; MacDermid, Joy C.; Schabrun, Siobhan; Siqueira, Walter L.; Corneil, Brian D.; Aal, Bill; Birmingham, Trevor; Brown, Amy; Cooper, Lynn K.; Dickey, James P.; Dixon, S. Jeffrey; Fraser, Douglas D.; Gati, Joseph S.; Gloor, Gregory B.; Good, Gordon; Holdsworth, David; McLean, Samuel A.; Millard, Wanda; Miller, Jordan; Sadi, Jackie; Seminowicz, David A.; Shoemaker, J. Kevin; Siegmund, Gunter P.; Vertseegh, Theodore; Wideman, Timothy H.","","","","PAIN RESEARCH & MANAGEMENT","2016","2016","","","","","","","","1859434","10.1155/2016/1859434","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BETA CATENIN ASSOCIATES WITH CANCER-RELATED GENES IN DUPUYTREN'S DISEASE","Raykha, C.; Gloor, G.; O'Gorman, D.","","","","WOUND REPAIR AND REGENERATION","JUL-AUG 2015","2015","23","4","","","","A24","A24","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"COMPREHENSIVE ANALYSIS OF THE ORAL MICROBIOME IN AXIAL SPONDYLOARTHRITIS REVEALS ASSOCIATIONS WITH DISEASE ACTIVITY AND PERIODONTITIS","Bisanz, J. E.; Suppiah, P.; Thomson, M.; Milne, T.; Yeoh, N.; Nolan, A.; Ettinger, G.; Reid, G.; Gloor, G. B.; Burton, J.; Cullinan, M.; Stebbings, S.","","","","ANNALS OF THE RHEUMATIC DISEASES","JUN 2014","2014","73","","","2","","442","443","","10.1136/annrheumdis-2014-eular.3406","15th Annual European Congress of Rheumatology (EULAR)","JUN 11-14, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oral Administration of Lactobacillus rhamnosus GR-1 Alters the Vaginal Microbiome Profile but Not the Cecal Microbiome in Pregnant CD-1 Mice","Yang, S. W.; Li, W.; Shynlova, O.; Lye, S.; Challis, J. R. G.; Reid, G.; Gloor, G. B.; Bocking, A. D.","","","","REPRODUCTIVE SCIENCES","MAR 2014","2014","21","3","","S","","346A","346A","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administration of Live Lactobacillus rhamnosus GR-1 Bacteria Alters the Vaginal Microbiome Profile in Pregnant CD-1 Mice","Yang, S. W.; Li, W.; Challis, J. R. G.; Reid, G.; Gloor, G. B.; Bocking, A. D.","","","","REPRODUCTIVE SCIENCES","MAR 2013","2013","20","S3","","3","","198A","199A","","","60th Annual Scientific Meeting of the Society-for-Gynecologic-Investigation (SGI)","MAR 20-23, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Convergence of protein kinase and caspase signaling: A mechanism for pathological rewiring of survival pathways by protein kinase CK2","Turowec, Jacob P.; Duncan, James S.; Li, Shawn; Gloor, Greg; Litchfield, David W.","","","","CANCER RESEARCH","APR 15 2012","2012","72","","","8","","","","","10.1158/1538-7445.AM2012-4970","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estimating the evidence of selection and the reliability of inference in unigenic evolution","Fernandes, Andrew D.; Kleinstiver, Benjamin P.; Edgell, David R.; Wahl, Lindi M.; Gloor, Gregory B.","","","","ALGORITHMS FOR MOLECULAR BIOLOGY","NOV 8 2010","2010","5","","","","","","","35","10.1186/1748-7188-5-35","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mutual information is critically dependent on prior assumptions: would the correct estimate of mutual information please identify itself? (vol 26, pg 1135, 2010)","Fernandes, Andrew D.; Gloor, Gregory B.","","","","BIOINFORMATICS","OCT 2010","2010","26","19","","","","2500","2500","","10.1093/bioinformatics/btq497","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Multiplex Human Syndrome Implicates a Key Role for Intestinal Cell Kinase in Development of Central Nervous, Skeletal, and Endocrine Systems (vol 84, pg 134, 2009)","Lahiry, Piya; Wang, Jian; Robinson, John F.; Turowec, Jacob P.; Litchfield, David W.; Lanktree, Matthew B.; Gloor, Gregory B.; Puffenberger, Erik G.; Strauss, Kevin A.; Martens, Mildred B.; Ramsay, David A.; Rupar, C. Anthony; Siu, Victoria; Hegele, Robert A.","","","","AMERICAN JOURNAL OF HUMAN GENETICS","JUN 12 2009","2009","84","6","","","","822","822","","10.1016/j.ajhg.2009.05.006","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Expression of a fusion protein containing the ice nucleation protein from Pseudomonas syringae and SCFV antibody against the human protooncogene c-myc on the surface of Escherichia coli","Bassi, A; Ding, N; Gloor, G; Margaritis, A","","","","ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY","MAR 21 1999","1999","217","","1","","","U178","U178","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
